organization_id,address,country
4b27ced62daaa43e011775af8595cf7f,Germany,DE
3bd3c1b358dea67aadc3f0c011229fea,114 CALEA BUCURESTI ST.  STEFANESTI-ARGES STEFANESTI-ARGES 117715,RO
b37b4a4d5ead8b41b42254c7c8eaced5,China,CN
7ddceaa5d5fbaae2eb2120ba864da370,Liechtenstein,LI
295a730171ee76be00cf8d9c427b8e8c,UNKNOWN ADDRESS,US
7539fd55e789dfd786fb7452fe973c6a,HONG KONG,CN
0d076dd75810df30d1b3ad34f8aa2f48,Italy,IT
3e7ad1e44d3ee989581a03439f86486f,800 HOWERTON LANE  EUREKA EUREKA 63025,US
bd487329ef228310339e2cd5d938bb03,France,US
950c3f9fbfabf304b30505d57c6e0d80,"Kingley Park, Station Road, Kings Langley, Kings Langley, Watford (WD), London Outer, England, WD4 8GW, United Kingdom",GB
801dd07c01776a633bfa69388170028a,GERMANY,DE
54ddbf5371d5a9f453bf5c1472d355ab,Italy,IT
07a49b5158cb20d0060155b65eb3c97c,UNKNOWN ADDRESS,US
1615d271e552f3a500ce1fd95b0b4f11,po box 743 umkomaas south africa 4170,ZA
6ed87df630b80e963169154814fd9b29,UNKNOWN ADDRESS,US
4e3b1b81f863ec95d2d37d831a74a194,"2601 SYLVANIA CROSS  FT. WORTH, TX FT. WORTH TX 76137",US
f72984dba5bca21910229adb79ff43f9,15275-1112 PITTSBURGHUNITED STATES,US
9503aa31726bb8b352041848014cb065,BRAZIL,CO
d3833254e241053b587956795d20c20d,Italy,IT
9b4157edbb61c509adab994587198520,Italy,IT
6c65d78afe02c06039051426f987e996,Italy,IT
17312e2b206b0b9e48bd4f70fd1a03a8,UNKNOWN ADDRESS,US
1019de7dc8de1bdb5c66551a28dc6e65,"Taiwan, Province of China",TW
718bbb96339bca8823f0fff5767bc746,Switzerland,CH
fcd81a091c0c820101429d96fc19033c,"No. 168, xiaoyinghe south road, chemical industry park, Jiangsu, Nanjing, Jiangsu, East China, 210047, China",CN
5bee18da677082096003a7677ecd07c4,"ZONE B,JIANQIAO INDUSTRIALPARK,DADUKOU DISTRICT400082,CHONGQING,CHINA",CN
1f5e0b4532787227e7e4ee2a0dfea9db,UNKNOWN ADDRESS,US
8209fd497b0a369f11bb2c2cf979f6de,South Africa,US
5c9e6c94c262fcff77c326732d08a660,"СОЕДИНЕННОЕ КОРОЛЕВСТВОNORFOLK NR31, 0NU,VIKING ROAD , GAPTON HALL INDUSTRIAL, КОНТРАГЕНТ",US
1aab8b0a7743e0316bb4064ff32ef0d3,"12142 Sky Ln Ne, Ste 130, Aurora, Marion County, Oregon, 97002-8744, United States of America",US
35271689b171040d44e3ebbefdc2dfad,201 TUNG HWA N RD  TAIPEITW,AU
170e74c6adb5b02bfef2c368ec5d3a4c,"22875 Savi Ranch Pkwy, Ste G, Yorba Linda, Orange County, California, 92887-4619, United States of America",US
db82cf1ba1fe5547f88b9254b6b5925a,CEDEX 09 F38050 GRENOBLE   FRANCE   FR,FR
42d1296a9f6320ec96c9d01bc0b1abd4,"222 Mound Ave, Miamisburg, Montgomery County, Ohio, 45342-2920, United States of America",US
c436d0e7eb943f446db387d1f350315a,China,CN
2de2ef9dc9723974e122aae46bebc586,"1/F 7TH BUILDING  MAQUELING ESTATE, HI-TECH INDUSTRIAL PARK, SHENZHEN MAQUELING ESTATE, HI-TECH INDUSTRIAL PARK, SHENZHEN 518057",IN
3e61b79f4cf223f5123f90f19589a22f,UNKNOWN ADDRESS,US
3ddae5705d43034aa58d25dffc6f62b8,224 INDUSTRIAL ROAD  FITCHBURG FITCHBURG 01420,US
3c8ecbc91dbb25e8ec959bb568912889,"US, SOUTH PLAINFIELD,07080, 600C CORPORATE COURT PO 1002",US
67ad3bb5acdbf07ca441cbad0bd96fe0,"Goudkade 16, Gouda, Gouda, Zuid-Holland, 2802 AA, Netherlands",NL
13e09977852c81292e857ca3be5b8c7b,Germany,DE
64beac0be52dc2fa31343c3de57bb030,Finland,FI
e2e3cb26d5a60d7005cade330365f529,"Von-Behring-Str. 15, Lindau, Lindau, Schwaben, Bayern, 88131, Germany",US
8c4db26544a90863bdbca5ebe2c6705a,China,CN
6c8e46632f78610d0c7eaab875850025,2001 E 15TH STREET GATE# 3 LOS ANGELES CA 90021             US,US
dde6bb0b116365a26027cf136806e99e,United States,US
9b80ee504c9baff831bb7b765e2cdfd6,"1-3-6 NISHIKANDA  CHIYODA-KU, TOKYO CHIYODA-KU, TOKYO 110-0016",JP
577ba31c4ce0f1bed05691bfe27c5e13,"GB, ABERDEEN, AB10 6DN, UNIT 4 WOODSIDE ROAD, BRIDGE OF DON",GB
5207dbdfd681e580be35a60e2a899d89,"D. HARBOUR CHEMICAL ZONE, CANGZHOU, HEBEI PROVINCE  CANGZHOU, 0 CHINA",CA
98c188e2abc43a2adb366e1c55c8cc84,"Robert-Bosch-Str. 16, Gross-Umstadt, Darmstadt-Dieburg, Darmstadt, Hessen, 64823, Germany",DE
1a82d62fad3c253213721ed8fb14a12c,"S/N BLDG 25A ZIP BUFALO INDUSTRIAL PARK  VILLANUEVA, CORTES VILLANUEVA CORTES S/N",US
677bc1fc274a7414d23ff1a4f0c0ae4c,"US, 25214, LONDON TOWN DR, SPRING.77389",US
373f292d46866a3fb0f5dbcee5077f5c,France,US
9a89caae0067aa8f1708db2c0605beec,"3401 College Blvd, Ste 230, Leawood, Johnson County, Kansas, 66211-1911, United States of America",US
e2635269e5c48b622c178662d03ff2d1,"Fuldastr. 24, Bad Hersfeld, Hersfeld-Rotenburg, Kassel, Hessen, 36251, Germany",DE
17018927cae3a763f3b63a83a80ea8b6,"AE, PO 61255, JEBEL ALI, DUBAI. 61255",AE
a64a38d3be7b89538e8bd2614fde174d,"6-14, Imabashi 2-Chome, Chuo-Ku Osaka-Shi, Osaka, Kansai, 541-0042, Japan",JP
572c54db2c4d8af0ac750f6cd07f034c,"POSTFACH 1160, D-49511 LENGERICH GERMANYGERMANY",DE
037ffb2771f46c287d58264a1f1ba751,Malaysia,US
88ba77115bbc8637fc26bc7564f4ddd5,east wing 11th fl signature towersseoul 100 cheonggyecheon ro jung gu seoul koreakorea republic of,KR
ceb7d83da40480bf9daf084a79ec3107,6    47-69118000,DE
fd92761cafcb4ab972d6309830853f1f,France,US
50ba297bebb161906fa84582b9a3d50d,Hungary,HU
d2f28dd282f8dbfa911bec0833f60dfa,"Stackenbergstr. 34, Wuppertal, Wuppertal, Duesseldorf, Nordrhein-Westfalen, 42329, Germany",DE
f137b61c24087f3250f2e378a9132a65,"Jebel Ali Free Zone (South Zone), Dubai, United Arab Emirates",AE
25271c269f5144d3586f1516e80b4c96,"SI, TREBNJE, 8210, PRIJATELJEVA CESTA, 12",SI
314eef7222d01f4b5028e7f1f49a5cff,Poland,US
246554586e3f3a77e14e85e6d538015f,LOT CN2 KCN DUUE LE LOI COMMUNE HAN DUONG TPHAI PHONG VIETNAM,VN
6a9fd411c5cf316337b456628217f5cf,Netherlands,NL
9c6577d4d0074842c2d20fb90819f519,France,US
493b3e960c4552c6aaa6dc3f1b7692c3,QUARZWERKE GMBH HAUPTVERWALTUNG KASKADENWEG 40 D-50226 FRENCHENGERMANY,DE
a5fa6fa396f5d2ea89d22a6de325e840,"TR, BALMUMCU MAHALLESI, ZINCIRLIKUYU YOLU, 34346 № 8",TR
88f65585e7ce1e28baab6c0cb18156c3,"Xindi village, hefu town, Zhejiang, Huzhou, Zhejiang, East China, 313017, China",CN
fad86fca2fb7e233f627c7bbae0ae8b1,Belgium,BE
cbd71656d9b9432ed2cc0c20dc826334,Poland,US
717f9558df100a04b85879ad9eb78f1e,PASEO DE LOS ARBOLES SN TLALNEPANTLA DE BAZ MEXICO 54147,MX
2dda7893ddcc26ff56660892790588c7,France,US
4c0aa4563afa6020e6e61b6ed1b9edcb,"Jl. Raya Bekasi Km. 22, Jakarta Timur, Jakarta, 13910, Indonesia",ID
608c64151422761353f3a33b2e86d23c,"25 Rue Du Ranzai, Nantes, Loire-Atlantique, Pays de la Loire, 44300, France",FR
122b24f5abd986e6bd7ffe9dcdce41c7,UNKNOWN ADDRESS,US
45c28230c7efc154da305c6bd58c9f56,"AE, JEBEL ALI BRANCH, DUBAI",AE
5719a869e8d799d5b20d872b8f225c7f,"GB, MALDON, 10-14 HALL ROAD,ESSEX CM9 4LA",GB
0e99cb8f5dc37524fd704a8d3d1aa460,ery co ltd no 6 xingxing ave matou eda south hebei new dist handan chinachina,CA
eb3f8977fac43ec6dc014ab6cf47ae60,2501 CASSENS DR  FENTON FENTON 63026,US
2711123363a7e8dbc2ec3b97537212e1,Mexico,MX
c30799451d839749581fa04e29f70703,CHINA,CN
b21f3091acd25afcc00c992a15cff0ef,11 AM GRUBENSTOLLEN ST. INGBERT S/N UBERHERRN UBERHERRN D-66386,DE
b41c83b3d684c3dd75825839f11afcc5,cangzhou hebei china,CN
b595e49644c97f731260af2294469844,UNKNOWN ADDRESS,US
b01b0442f88417b66b7cdc26c2447367,"305, 301 Boulevard Danielle Casanova, Marseille, Bouches-du-Rhone, Provence-Alpes-Cote d'Azur, 13014, France",FR
ad0698739213e1aca80bb1f50878c07e,PERU,US
10a8eef301b036e371b3bab520fb5616,UNKNOWN ADDRESS,US
2131e3766452cc758a50c728730e9368,"PROPALACE-AZUCHIMACHI-BULDING, 4TH FLOOR-C , 1-6-19, AZUCHIMACHI, CHUO-KU, OSAKA 541-0052, JAPAN",JP
115ae538f04a523e284551985828b15b,Slovakia,SK
36070f99da23502ec28c48cf29eb5444,"GB, KENDAL, LA9 6RU, SHAP ROAD, FURMAN HOUSE",GB
c3c36e5cfb9056a545f3d3b2c692eb05,China,CN
b2cc5660b6b8b4cd573a01d62c1bdeb9,26 ROBERT BOSCH STRABE  KARBEN KARBEN 61184,DE
6302ab4120fb99b7554e7b99f7f9c21c,ARGENTINA,AR
606a7036484d15d16d41a2ca9613c4fe,Hungary,HU
320c636fb2eee48f5927827a29c38cfe,"Ernst-Blickle-Str. 29, Bruchsal, Landkreis Karlsruhe, Karlsruhe, Baden-Wuerttemberg, 76646, Germany",DE
b8ff5c80987ff3dc5140cca9074fa758,"Unit 1, Wyeview, Newhouse Farm Industrial Estate, Mathern, Chepstow, Chepstow, Newport (NP), Wales, NP16 6UD, United Kingdom",GB
d43090eca75d958b5a0d4861ad73a742,13925 E. 166TH ST.  CERRITOS CERRITOS 90702,US
734b24058f6220bd8fa7211bda40556b,"GB, THE STABLES, SHOELANDS FARM OFFICES, SEALE LANE, PUTTENHAM, SURREY GU10 N1HL",GB
a5fa6fa396f5d2ea89d22a6de325e840,"TR, ISTANBUL TURKEY, ZINCIRLIKUYU YOLU 34346 №8",TR
3e6f998c316bc64714855112143b03df,"7901 Nw 107th Ter, Kansas City, Platte County, Missouri, 64153-1910, United States of America",US
71f7312f4dcd74a215b018feffe8f267,"Tseung Kwan O Industrial Estate, No. 7 Chun Ying Street, Hong Kong, SAR",HK
07669e3d4eced6dadaffe2f39954f780,"Rottweg 22, Ahaus, Borken, Muenster, Nordrhein-Westfalen, 48683, Germany",DE
dce6d2b18d7bc332c9e711a2d5aa1f55,"Carl Bosch Strasse 38, Germany",DE
026eb3b7e6eb6d6607f993b14c2039f1,2100 SUMMIT AVE S/N GREENSBORO GREENSBORO 27405,US
02acba3696cb182ed5fcb0834f9ac21f,2044 AUSTIN AVENUE  48309 ROCHESTER HILLS MI ROCHESTER HILLS MI,US
1c0c8d4410dabf5ebc655d7ca88b93e6,"GB, KIRKBY BANK ROAD, LIVERPOOL, L33 7SY",US
bb7615fc0f6e3c22c27b0c6d32437d88,"Citrus Group House, Diamond Way, Nene Park, Irthlingborough, Wellingborough, Wellingborough, Northampton (NN), East Midlands, England, NN9 5QF, United Kingdom",GB
597df9bc6f5ae24a58d66049df4dedf8,"LUIS MARIA DRAGO 1555B1852LGS BURZA CO, BUENOS AIRES, ARGENTINA",AR
f15201134558a3ee8a362a413fc1fa46,8100 NATIONS WAY    JACKSONVILLE FL 32256 US,US
d90682939081d0fa47c44a4d370fe35a,Germany,DE
67247c0c39cd29a4e73a2c045ed74589,Italy,IT
b785b7bf6375f2fd467c9f1335beeaf3,"4750 Ne Dawson Creek Dr, Hillsboro, Washington County, Oregon, 97124-5799, United States of America",US
66118d54272af7654f0e27c83b80b8bd,"GB, DENMORE ROAD, ABERDEEN, AB23 8JW",US
ebdefeaed96b0d0ba120f6ee43021625,"2701 STOUGHTON ROAD, MADISON WI 537 16 PO BOX 7610, MADISON WI 53707-76 10 UNITED STATES",US
2567336faa362cf0bc39f6c30d5ff242,Belgium,BE
8cb7a17213c1855ff89b58419a1427db,"25214 London Town Dr, Spring, Harris County, Texas, 77389-3347, United States of America",US
608c64151422761353f3a33b2e86d23c,"FR, 25 RUE DU RANZAI NANTES 44315, FRANCE 2151",FR
38a816d02246ee23e648a885b7b90eab,Canada,AU
f3dd4b5282a5c116f00ea702a6047430,"SE, 213 76 MALMO, STENYXEGATAN 25A",SE
b6adf5c937087e04ce3fecfe836b4fbd,"Korea, Republic of",KR
dc1e5141e63851d93e914d04347c045e,"24/4 MILESTONE, SECTOR 59, DELHI-MATHURA HIGHWAY  FARIDABAD FARIDABAD 121004",IN
1691b592f1059547b517525255bd6b00,"GB, SOUTHFIELS INDUSTRIAL PARK, CHRISTY WAY, BASILDON SS15 6TE",GB
94c920e32c8585867d9e987e048924d7,"NO, 4033 STAVANGER, NORWAY, GAMLE FORUSVELEN 53",NO
bbd216d8de13d8860b0c43ceafae1399,UNKNOWN ADDRESS,US
c39c4f3cebdfda23fe073b60fbc91dbe,"Hardstrasse 72-74, Wettingen, Aargau, 5430, Switzerland",CH
2e2f50bf638093256dd9d28c45a4e840,"Rudolf-Diesel-Str. 6 -8, Vechta, Vechta, Niedersachsen, 49377, Germany",DE
87f64f9297bbf98ff43108ba456eb04d,UNKNOWN ADDRESS,US
3baf5bcf273a1d7c79d923d2195fb949,"GB, CRAMLINGTON NE231WF, SOUTH NELSON INDUSTRIAL ESTATE",GB
65fafe30269d075b583748f28473a31c,Germany,DE
3edf07f6a69ca4f88d78a1ca0ecb8152,"RO, CAMPINA, 105600, BP HADSEU STREET №1",BR
3f9e1bcc85fd7f70f0a5a38487954c00,United States,US
b4275f932d9685163855e45f790c5f92,United States,US
86b6794088a262ee088cade3b053fa67,"746 E Milwaukee St, Whitewater, Walworth County, Wisconsin, 53190-2125, United States of America",US
1054ae8bea72138fab7f1a751bb2f0e1,Canada,AU
5b8f7794e3a29060a2e66865b0e3a164,"FR, SITE 38SS2-BATIMENT S2E, GRENOBLE, 92506",US
619434bf4e5b603d90515c53c0660e45,"4f, Sec. 2, Bade Rd. No 406, Songshan Dist., Taipei City, 105, Taiwan",TW
7e582019d433f807c089613905324557,"GB, RUTHERFORD ROAD, STEPHENSON INDUSTRIAL ESTATE, WASHINGTON, TYNE & WEAR, NE37 3HX",GB
28f8c941a1370f482b3e9e68eee04ded,111 RIDC PARK WEST DRIVE    PITTSBURGH PA 152751112 US,US
0875839a0fca5d526a705bc4888ea4b2,Brazil,BR
6b56ba33dd587206957ba9b57deb7e33,"CROWN WORKS, WELSHPOOL, POWYS POWYS SY21 7BE UK",GB
db3747fe3bf42de4bb8f7fd98445a39f,Japan,AU
31f58680c7b4d01c9a91f014d2f770b7,UNKNOWN ADDRESS,US
d8df123ba8b1d8361192df09c2e9c8f1,CHILE,CL
5e7baf6fe0718a5c83e46c8935cba123,"7 Allee De La Plaine, Gonfreville L Orcher, Seine-Maritime, Normandie, 76700, France",FR
99754e79f388ec64c1c95db41eb0262c,NO618 NANHE ROAD KUNSHAN ECONOMIC & TECHNOLOGICAL ZONE KUNSHAN CHINA,US
db3f0c927430598809c20478c8c5457b,Italy,IT
5b1275b1f12ff16b7d115ac1719abeb9,Belgium,BE
034e701035342b39a86f324e13513e11,Italy,IT
ff00b1cb1719544b422797f3a5154450,Italy,IT
6f2b81b609377af089b1051ed8796b74,"Porschestr. 1, Diepholz, Diepholz, Niedersachsen, 49356, Germany",DE
99202d204fd75c13016b410ab2def92b,Thailand,TH
364325889141679e66afd300e17f0955,GLASSHOUSE STREET ST PETERS NEWCASTLE UPON TYNE NE6 1BS GB,GB
a466dfcd997e0db4e9b5fa5600efc4c5,"Robert-Bosch-Str. 7 -9, Plochingen, Esslingen, Stuttgart, Baden-Wuerttemberg, 73207, Germany",DE
fc620df52bda6f43e2b4ab78aea35876,UNKNOWN ADDRESS,US
919445e979d0fb025a25654ced1d2bc1,"TR, ASAGI OVECLER MAH, 1325, SOK NO.6 06460 CANKAYA, ANKARA",TR
df1c19f2671894e4c46d4dd1e4b7c727,CHINA,CN
eb65032972e8383ca7d07fd37c36e02b,"Libramiento a Tequisquiapan No. 66, Centro, San Juan Del Rio, Queretaro, 76800, Mexico",MX
407b9d01d48d46ddc25058fd2dd689f9,Italy,IT
463c6ae5ebccc881efdb930a38115f4a,"NL, KETELWEG 28, 3365 LE, PAPENDRECHT",NL
1a82d62fad3c253213721ed8fb14a12c,"25 A BLDG ZIP BUFALO INDUSTRIAL PARK S/N VILLANUEVA, CORTES VILLANUEVA CORTES SN",US
7bf5f8ade7acaec5af19a6714410d986,"IT, GALLARATE, 21013, LARGO BUFFONI 3",US
8604ed3efb7482bd8c49abd0d5c0a798,UNKNOWN ADDRESS,US
17fadd5989bf98a987835488e055e83f,"No. 68, lianhe road, chemical industry zone, Shanghai, 200000, China",CN
a90f3269e8facb41f0fa39be99c6cc48,Singapore,SG
e28d063e38cd5a739c03db1151108515,"3123 STATION ROAD S/N ERIE ERIE, 16510",FR
21adc9e99eb7d7038fe41e04d47cc0bb,collection center dr chicago il 60693,US
d2bd1d7e641de726746e840fcf9f5c7a,"NL, 1118 LB SCHIPHOL AIRPORT NOORD-HOL, PRESTWICKWEG 16",NL
97361456be16ef7fdfc45244d9e8d9ba,UNKNOWN ADDRESS,US
07e57fe184e3d0f28392a117798f6d37,Thailand,TH
6cfd0c1ef2048fbfc65b6d61a21be754,KM10 AUTOPISTA SANTIAGO-NAVARRETE NAVE #42 SANTIAGO ZONA FRANCA PISANO SANTIAGO ZONA FRANCA PISANO SN,MX
e0337ed297e8aa50c24d0903c73370d8,"JL. BRIGJEN KATAMSO KM. 05, KEL. TANJUNG UNCANG, KEC. BATU AJI, BATAM, INDONESIA 29424",ID
253690a285fa5aa0195a1c19b1a1edda,S/N NEEDHAM ROAD STOWMARKET  IP142AD SUFFOLK UNITED KINGDOM SUFFOLK UNITED KINGDOM,GB
b32f6086468134c5771e9d4c07a869c3,Mexico,MX
a0107f2b45233b556ea8e103eaec2f23,"4750 N.E. DAWSON CREEK DRIVE HILLSB ORO,OR 97124 USA ATTN:GWEN MEDINA",US
0d9b70ca00d12e27cec1c2dd806a130a,"DE, D-70736 FELLBACH, SALIERSTRASSE 35",NP
65d5435336c0dc4817ac48075059c4e1,"LOT CN2, TRANG DUE INDUSTRIAL PARK, LE LOI COMMUNE, H. AN DUONG, TP. HAI PHONG, VIETNAM",VN
9f8b23afe6895696e996985ab0322b40,HANSKAMPRING 25    BARSBUTTEL   DE,US
03a92b8f823d42d8fa96d56c3b241fc5,"Hjalmar Wessels Vei 6, Sarpsborg, Sarpsborg, Viken, Ostlandet, 1721, Norway",NO
1aeb71d6568cce7f8894b3f662673446,France,US
464c1bfc9b49c3328c555e5408c42896,Sweden,SE
1c305f67a86051fa69d34333f523e5c4,Germany,DE
88cd7151c47b80d08435a551cba391fe,"DUBAI, PO BOX 18070, JEBEL ALI FREE ZONE",ET
a6443aaf1fba5e6a969b07a5cf422678,United States,US
11da00a91927f5e87731907bdc6c8600,China,CN
4ab95c149d35fb0d36c41b20ef7de031,"ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫДУБАЙ, OILFIELDS SUPPLY CENTERBUILDING 51, JEBEL ALI FREE ZONE P.O.BOX 18664",US
0353effa307a7104d681cf7784a7bb9c,"DE, AN DER EISENBAHN 5, 01099 DRESEDEN",DE
15305f9418ac690523b666f916dee011,Italy,IT
0c732d0ede5353583a0137a93a376053,"GB, MONTROSE, DD10 0TY, 23 WEST PARK AVENUE",CA
19215671ec1e705216d7170550a0215c,Croatia,HR
98570d1e4f663d02ae3d6cf450cec726,UNKNOWN ADDRESS,US
b1440315ffba357110185be5637151b5,UNKNOWN ADDRESS,US
e5e5302ae8ef58b540f8afb22174f079,France,US
005ceaa6c4d3cf38de771661cb13c8d6,Colombia,CO
de0c6911d2aa1defc3d49451758f0e18,Ireland,IE
3cb29ad029e80a5af649026c15b0b05a,aggensteinstr 10 rieden 87669 dems baumgaertner,DE
2269e66ad50f95f709b93ffef39481f5,Italy,IT
12940f23f3b3b068ba01e32b68ffc5b4,"Gongye S. 2nd Rd. No 7, Nantou City, Nantou County, 540, Taiwan",TW
52c3626b034a574a7912e64b0bf9c126,Germany,DE
60a8d6785c34ad20b38da9c6231c880a,"ORUC REIS MAHALLESI TEKSTILKENT CAD, 12-A KOZA PLAZA A BLOK KAT:17-18, ESENLER/ ISTANBUL TURKEY,  TURKEY",TR
edeb0ca5fa4c2d26a5b213d850496fe5,"Wilhelmstr. 25, Bonn, , , Nordrhein-Westfalen, 53111, Germany",DE
69d74cf39bdd7db4b20b67d1e58867fd,"GB, BERKSHIRE, RG18 9QL, UNIT 4, RED SHUTE HILL INDUSTRIAL ESTATE",GB
80d421c9d932680f7ae6988422976c23,"NO.1801, MID-HAITIAN ROAD, XIEPU T NINGBO ZJ CHINA       TE 86621255",CN
3fd659c978fb46198fc1ea1159f3ab6f,"Calle Can Guasch (Pg Industrial Llevant), 8 Bj, Parets Del Valles, Barcelona, Cataluna, 08150, Spain",ES
0ba64c2c3758c6d719cf12d52003fbd2,UNKNOWN ADDRESS,US
4b51bfa22fec27075687e8e984c9be23,"Bi-Kan12kai Shibapark Bldg. 4-1, Shibakoen 2-Chome, Minato-Ku, Tokyo, Kanto, 105-0011, Japan",JP
1e606312afd5ce2620d4928a672a9adc,Singapore,SG
6c68c414326d5ea1479ea2b506d0ea23,Singapore,SG
877f9f23a5ef3e0cab176bbe0891951e,UNKNOWN ADDRESS,US
8cedc88e70ce7de32ba8c7ee754ff359,"148 Commerce Dr, Bradford, McKean County, Pennsylvania, 16701-4736, United States of America",US
b1d47c0f725768695d71a2970f86282b,"9089 SHELL ROAD  CINCINNATI, OH CINCINNATI OH 45236",US
99387b359ac424182025d7627882aafd,Germany,DE
3ed55d3532944c4f387c424c6467078b,"PEREGRINE ROAD,WESTHILL BUSINESS, PARK, ABERDEEN, AB32 6JL",GB
52bdd3131f539294092772047d7af899,"RADING CO LTD. RM6-1, FORTUNE PLAZA , NO.57,  NORTH STATION ROAD, SHENH E DISTRICT, SHNYANG CITY, CHINA. CHINA",CN
f3f2970a2dfa80844d008275eb285fb7,France,US
ae20554fbf3aa50f84d70d42a0c6cb83,"122341, SHARJAH, B1 - 22, SAIF ZONE,",ZA
770b90df4c503aad35b274b8854a4f30,3250 BRIARPARK DRIVE SUITE 300 HOUS,US
674268cff46c00b391b4195abd3b835b,"Philipp-Reis-Str. 6, Dreieich, Landkreis Offenbach, Darmstadt, Hessen, 63303, Germany",CA
1916881a662a0576085cb18dc1cf0e2c,"US, OCALA,34474, 1601 SW 37TH AVENUE",US
bd06e8e444ff38c7b26c2a1f3ac29b9a,Poland,US
977c66540b6656c0b4f9e75dc835e8b7,Germany,DE
19c058c6da629435a8123ab4e7138e96,"GB, ARBOURS WOOD, NN3 8JW, LIMITED",LR
ff72d224a0c6a78fdddd7c2177e58c74,67 DOZSA GYORGY UT  KOKA KOKA 2243,JP
07d6d27ce96d080bb88ba17abf73914a,Malaysia,US
32a4d1eb4aa919d93a5068496f7e0a4e,9 THE METRO CENTRE RONSONS WAY ST ALBANS AL4 9QT GB,GB
524c66d96625f8d6a423719d5d446ce4,"SUITE 23004 8 SHEPHERD MARKET MAYFA IR, LONDON, ENGLAND W1J7JY                                              UNITED KINGDOM",GB
4db17fe6f1ed1855f4cd7085447bc44c,UNKNOWN ADDRESS,US
b152e64ef486d086dc89c34deb761518,"Oksansandan-ro Oksan-myeon 35, Heungdeok-gu, Cheongju-si, Cheongju-si, Chungcheongbuk-do, 28101, Republic of Korea",KR
92ed2057243d23bf321bea222932832b,"butflether sand, 2, stade, 21683, Germany",DE
0b97027d918dce20fc04094bd24f0608,United States,US
71c19f0fa9a57b2a6d282e0be43f80b4,"GB, INTERKAB HOUSE, АБЕРДИН, LINKS PLACE AB11 5DY",GB
c6a397aa7fdb7278fb15d7de42958a3c,Hungary,HU
8befbe883ce9a7b28596e94f79613883,Germany,DE
5e273cadedfdf1e440bc0513eee223a4,UNKNOWN ADDRESS,US
77c30e61af294efe1325b835847f10e8,10601 NW AMBASSADOR DRIVE  KANSAS CITY KANSAS CITY 64153,US
476e89dd526a9c3805c7fca0ea385a2d,Japan,AU
32a4d1eb4aa919d93a5068496f7e0a4e,"GB, HERTFORDSHIRE, AL49QT,9 THE METRO  CENTRE",GB
59fab4fb9d45f958c804fd8ba5e7b97c,950 GERMAN STREET  LENOIR LENOIR 28645,US
0fbedcdd0890e5699d2ea2ab31ef5df7,"Alee d'oslo, 1, Schiltigheim, 67300, France",FR
1b3686ad5480574030d8b7120cc74f9d,"СОЕДИНЕННОЕ КОРОЛЕВСТВОINVERURIE, AB51 0ZJ, SOUTERFORD AVEINVERURIE BUSINESS PARK, КОНТРАГЕНТ",US
5c28b44d11bd9d8997808df68e78929b,"8001 Volkswagen Dr, Chattanooga, Hamilton County, Tennessee, 37416-1347, United States of America",US
88cd7151c47b80d08435a551cba391fe,"DUBAI, JEBEL ALI FREE ZONE P. O. BOX 18070",US
013ca6152ea1522f65accff2763f286e,"1881 WEST NORTH TEMPLE  SALT LAKE CITY, UT SALT LAKE CITYUT 84116",US
a63af8175686eaff7d2751ca699a1af3,France,US
708e4f6926d44d113f7fdf6084793e13,"SUITE 3810, 38/F CABLE TV TOWER NO. 9 HOI SHING ROAD,  TSUEN WAN NT  HO NG KONG HONG KONG",HK
1a5a258ce36fc71d44f081c0f78488de,"Joebkesweg 3, Gronau, Borken, Muenster, Nordrhein-Westfalen, 48599, Germany",US
950291692e11c37da9499bfae5ec0a96,Canada,AU
e110af35bf2fb7ca88de9fb163be4d0c,"1000 Cobb Place Blvd Nw, Kennesaw, Cobb County, Georgia, 30144-3682, United States of America",US
0984468b2d454ff65d49642004668e26,"GB, RUNCORN, CHESHIRE, WA7 1TR, MANON PARK",GB
2011db6864c6cbff8d1b49a3e7e160ba,Belgium,BE
369bdd7bb7a6e5595397b40dc853bfb5,Hungary,HU
069a0489b661601d620d120fded1f180,"TD. (EPOXY DIVISION) MAHATUN PLAZA BLDG, 16TH FLOOR, 888/167, PLOENCHI T ROAD, BANGKOK 10330, THAILAND THAILAND",US
1a23645137c76172dacbc25746299cb6,Italy,IT
ad10e4d74a51b404bcab5eb04b1e3b67,UNKNOWN ADDRESS,US
5a76f6a331b528d51b992f43e5a729d4,Spain,ES
eaecc54392624ae9f3765b059cf99f76,Germany,DE
3e121a6bbf487714fd053be7937c7995,"Lueckenweg 1, Celle, 29227, Germany",BY
dd031fa0a85ad6faf652e68d2fef1947,"Benzstr. 11, Freiberg, Ludwigsburg, Stuttgart, Baden-Wuerttemberg, 71691, Germany",DE
ddfc54a0fbd0a819672d9ee5115f554e,Italy,IT
15168853ecaf0c91609cd392082bb663,"NO.18 GANQUAN ROAD, ZHENXING DISTRICT, DANDONG CITY, LIAONING PROVINCECHINA-118009CHINA",CN
68a0a67f448ea432ea839ced55f50788,"GB, MANCHESTER, M17 1AE, MARSHALL STEVENS WAY, CENTREPOINT,TRAFFORD PARK",GB
722ae439d739ff7c8a6b43d45d27177a,Italy,IT
